product_name,raw_category,ondc_domain,district
Green Thread Bangles with Rhinestone Spacers,Jewellary,RET12,Srikakulam
Green and Cream Silk Thread Bangles with Stone Detailing,Jewellary,RET12,Srikakulam
Red and White Pearl Beaded Silk Thread Bangles,Jewellary,RET12,Srikakulam
Red and White Silk Thread Bangles,Jewellary,RET12,Srikakulam
Purple Silk Thread Bangle Set with Stone Work,Jewellary,RET12,Srikakulam
Yellow and Blue Silk Thread Bangle with Stone Work,Jewellary,RET12,Srikakulam
Designer Bangle Set for Women,Jewellary,RET12,Srikakulam
Gold Plated White Stone Studded Bangle Set of 4,Jewellary,RET12,Srikakulam
Gold Plated Bangles Set of 4 Jewelry for Women and Girls,Jewellary,RET12,Srikakulam
Metal Bangles Set for Women & Girls (Pack of 12),Jewellary,RET12,Srikakulam
Gold Plated Kundan Bangles Set for Women (Pack of 8],Jewellary,RET12,Srikakulam
Green and gold zari woven banarasi silk saree with blouse piece,Fashion,RET12,Srikakulam
Green and Yellow Floral Saree with Blouse Piece,Fashion,RET12,Srikakulam
Georgette Saree With Blouse Piece And Heavy Embroidery Work Saree,Fashion,RET12,Srikakulam
"Biodegradable Disposable Paper Cups,  (Pack of 25)",,MISSING,Srikakulam
Purple and White Handwoven Basket with Handle,Home Décor,RET16,Srikakulam
3D Printed Miniature Green and Orange Beaded Basket,Home Décor,RET16,Srikakulam
Handmade Orange and Blue Beaded Basket with Handle,Home Décor,RET16,Srikakulam
Buy Green and Pink Handknitted Basket with Handle,Home Décor,RET16,Srikakulam
Plastic yellow basket with red handle for home decor,Home Décor,RET16,Srikakulam
Green and White Handwoven Lotus Flower Basket with Handle,Home Décor,RET16,Srikakulam
Biodegradable and Compostable Paper Cups - Disposable Coffee Cups 25 pack,,MISSING,Srikakulam
Biodegradable PLA Coated Paper Cups - 100% Compostable and Eco-Friendly,,MISSING,Srikakulam
100% Compostable Paper Coffee Cup and Biodegradable - 25 Pack,,MISSING,Srikakulam
"Biodegradable Disposable Paper Cups, 100% Compostable Coffee Cups, 25 Pack",,MISSING,Srikakulam
Handwoven Purple and Orange Market Basket with Double Handles,Home Décor,RET16,Srikakulam
Handwoven Market Tote Bag* Eco-Friendly Grocery Bag,Home Décor,RET16,Srikakulam
Small Handwoven Market Tote Bag with Bright Pink and Green,Home Décor,RET16,Srikakulam
Blue and Orange Handwoven Market Tote Bag,Home Décor,RET16,Srikakulam
Small Green and Orange Handwoven Market Tote Bag,Home Décor,RET16,Srikakulam
100% Compostable Green Paper Coffee Cups  -  50 Pack,,MISSING,Srikakulam
Freshly Roasted & Salted Cashews 500 g,,MISSING,Srikakulam
Wholesome & Crunchy Cashew Nuts 500 g,,MISSING,Srikakulam
Wholesome and Crunchy Cashew Nuts 500 g,,MISSING,Srikakulam
Stunning Teal Rhinestone Bangle Set,Jewellary,RET12,Srikakulam
Stunning Red and White Rhinestone Bangle Set,Jewellary,RET12,Srikakulam
Pink and White Rhinestone Bangle Set,Jewellary,RET12,Srikakulam
Buy Glass Bangle Set of 12 Bangles Online at Best Price in India,Jewellary,RET12,Srikakulam
Green and Gold Glass Bangle Set with Rhinestones,Jewellary,RET12,Srikakulam
Red and White Glass Bangles with Rhinestones - Set of 12,Jewellary,RET12,Srikakulam
Set of 12 Glass Bangles with Rhinestone Accents in Green and Red,Jewellary,RET12,Srikakulam
Pink and Red Glass Bangles with Rhinestones - Set of 12,Jewellary,RET12,Srikakulam
Lord Shiva Idol | White Marble Statue | Hindu God,Home Décor,RET16,Srikakulam
Lord Shiva Bust Statue | Resin Shiva Head Sculpture | 4.5 Inch,,MISSING,Srikakulam
Lord Shiva Idol | White Marble Statue | Home Decor,Home Décor,RET16,Srikakulam
India gardening Krishna Gopal Idol Spiritual Puja Showpiece Pack of 1,Home Décor,RET16,Srikakulam
Krishna Statue Playing Flute with Cow | Hindu God | Home Decor,Home Décor,RET16,Srikakulam
":""Four Faced Buddha Head Sculpture - Intricate Religious Decor for Home or Temple""",Home Décor,RET16,Srikakulam
Buy Goddess Saraswati Idol/Murti for Home and Office | White Marble | 8 Inches,Home Décor,RET16,Srikakulam
Green and Pink Silk Thread Bangle with Kundan Stones,Jewellary,RET12,Srikakulam
Silk Thread Bangle Set for Women - Yellow and Maroon,Jewellary,RET12,Srikakulam
Green Silk Thread Bangle with Kundan and Pearl Embellishment,Jewellary,RET12,Srikakulam
Gold Plated Blue Stone Bangle Set for Women,Jewellary,RET12,Srikakulam
Buy Online Multicolor Silk Thread Bangle Set for Women at Lowest Price in India,Jewellary,RET12,Srikakulam
oxidized silver kada bangle with white stone,Jewellary,RET12,Srikakulam
Red Silk Thread Bangle with Lotus Motif and Stone Work,Jewellary,RET12,Srikakulam
Green Silk Thread Bangle Set with Rhinestone Accents,Jewellary,RET12,Srikakulam
Purple Silk Thread Bangle with Stone Work,Jewellary,RET12,Srikakulam
Eco-Friendly and Compostable Dinnerware Set,,MISSING,Srikakulam
100% Biodegradable and Compostable - Perfect for Parties,,MISSING,Srikakulam
Compostable 12oz White Round Bowls - 25 Pack,Kitchen,RET16,Srikakulam
100% Compostable Sugarcane Pulp Food Containers pack of 25,Kitchen,RET16,Srikakulam
100% Natural Disposable Bowls - Eco-Friendly and Biodegradable pack of 25,Kitchen,RET16,Srikakulam
100% Compostable 16oz White Round Fiber Bowls - 25 Pack,Kitchen,RET16,Srikakulam
Disposable 2-Compartment Food Container pack of 20,Kitchen,RET16,Srikakulam
Compostable sugarcane food container 100% biodegradable pack of 20,Kitchen,RET16,Srikakulam
Compostable sugarcane bagasse plates | 100% biodegradable 11 inches,Home Décor,RET16,Srikakulam
5-Compartment Disposable Plates pack of 10,Disposable,RET16,Srikakulam
Compostable Sugarcane Plates | Disposable Plates Biodegradable Plates pack of 25,Disposable,RET16,Srikakulam
"""Biodegradable Disposable 3 Compartment Foam Plate | Eco-Friendly Dinnerware""pack of 10",,MISSING,Srikakulam
Compostable 9-inch sugarcane fiber clamshell container with 7 compartments pack of 10,Kitchen,RET16,Srikakulam
5 Compartment White Disposable Foam Lunch Tray with Lid - 100% Compostable & Biodegradable pack of 10,,MISSING,Srikakulam
**Biodegradable and Compostable 3 Compartment Clamshell Food Containers with Lids**pack of 10,Kitchen,RET16,Srikakulam
"""Eco-Friendly Disposable Square Foam Food Containers with Lids - 10 Pack""",Kitchen,RET16,Srikakulam
Blue and Pink Silk Thread Bangle 4 Set,Jewellary,RET12,Srikakulam
Multicolor Silk Thread Bangle with Stone and Pearl Embellishment,Jewellary,RET12,Srikakulam
Gold Plated Ruby and Cubic Zirconia Bangle Set for Women,Jewellary,RET12,Srikakulam
Gold Plated Pink and Green Bangle Set with Cubic Zirconia Stones,Jewellary,RET12,Srikakulam
Bangle Bracelet with Pink and Green Stones,Jewellary,RET12,Srikakulam
Gold Plated Designer Bangle Set for Women,Jewellary,RET12,Srikakulam
Gold Plated Ruby and Emerald Bangle Set,Jewellary,RET12,Srikakulam
Gold Plated Copper Bangle Set for Women and Girls (Pack of 2),Jewellary,RET12,Srikakulam
"""Stunning Cubic Zirconia Tennis Bracelet Bangle in Gold Plated Alloy for Women""",Jewellary,RET12,Srikakulam
Silver Plated Shree Ram Darbar Statue for Home Temple,,MISSING,Srikakulam
Gold Plated Kundan and Meenakari Bangles Set of 4 for Women,Jewellary,RET12,Srikakulam
Gold Plated Ruby Stone studded Bangle Set for Women,Jewellary,RET12,Srikakulam
Gold Plated Green Bangle Set with Cubic Zirconia Stones,Jewellary,RET12,Srikakulam
Gold Plated Bangle Set with Red and Green Stones,Jewellary,RET12,Srikakulam
Gold Plated Kundan Bangles Set of 4 for Women and Girls,Jewellary,RET12,Srikakulam
Set of 12 Blue Glass Bangles with Golden Rhinestone Design,Jewellary,RET12,Srikakulam
"""Stunning Pink Glass Bangles with Golden Glitter - Set of 8""",Jewellary,RET12,Srikakulam
SEO Optimized Title:Red Glass Bangles with Rhinestone Accents - Set of 8,Jewellary,RET12,Srikakulam
Green Glass Bangles with Golden Glitter - Set of 8,Jewellary,RET12,Srikakulam
Green Glass Bangles Set of 12,Jewellary,RET12,Srikakulam
Blue Glass Bangles with Golden Beads,Jewellary,RET12,Srikakulam
Gold Plated Bangle Set with Cubic Zirconia Stones,Jewellary,RET12,Srikakulam
Indian Traditional Gold Plated Ruby Bangle Set for Women,Jewellary,RET12,Srikakulam
Handcrafted Jute Tote Bag with Vibrant Floral Print,Home Décor,RET16,Srikakulam
Stylish and Eco-Friendly Jute Tote Bag with Polka Dot Design,Home Décor,RET16,Srikakulam
Handwoven Jute Tote Bag with Elephant Print,Home Décor,RET16,Srikakulam
Stylish and Eco-Friendly Jute Tote Bag with Colorful Geometric Patterns,Home Décor,RET16,Srikakulam
Handmade Cotton Tote Bag with Warli Painting,Home Décor,RET16,Srikakulam
Indian Bangle Set - Maroon and White Rhinestone Bangle Set,Jewellary,RET12,Srikakulam
Hand-painted Canvas Tote Bag with Warli Art,Home Décor,RET16,Srikakulam
Floral Print Jute Tote Bag with Zipper Closure,Home Décor,RET16,Srikakulam
Handmade Jute Tote Bag with Colorful Village Scene,Home Décor,RET16,Srikakulam
Jute Tote Bag with Colorful Warli Painting,Home Décor,RET16,Srikakulam
Checked Jute Bag,Home Décor,RET16,Srikakulam
Colorful Hand Embroidered Birds on Jute Tote Bag with Pink Handles,Home Décor,RET16,Srikakulam
Cute Cartoon Rabbit Tapestry Handbag,Home Décor,RET16,Srikakulam
Embroidered Jute Tote Bag with Handles - Blue,Home Décor,RET16,Srikakulam
Striped Tote Bag with Embroidered Peacock,Home Décor,RET16,Srikakulam
Jute Tote Bag with Colorful Floral Design,Home Décor,RET16,Srikakulam
Creta Mesh Tote Bag with Zipper Closure,Home Décor,RET16,Srikakulam
CRETA A4 size maroon color file folder bag,Home Décor,RET16,Srikakulam
Blue and Beige Canvas Bag with Zipper Closure,Home Décor,RET16,Srikakulam
NEXT Natural Jute Tote Bag,Home Décor,RET16,Srikakulam
Floral Printed Jute Tote Bag with Double Handles,Home Décor,RET16,Srikakulam
Jute Tote Bag with Colorful Umbrella Print,Home Décor,RET16,Srikakulam
Tote Bag - Pink & White Chevron,Home Décor,RET16,Srikakulam
Embroidered Jute Bag with Zipper Closure and Handle,Home Décor,RET16,Srikakulam
Laughing Buddha Statue for Home Decor,Home Décor,RET16,Srikakulam
White Marble Statue of Lord Ganesha Sitting on a Cow,,MISSING,Srikakulam
"""Green Resin Sitting Ganesha in Hand Sculpture""",Home Décor,RET16,Srikakulam
Black Lord Ganesha statue,,MISSING,Srikakulam
"""Meditating Buddha Statue for Home Decor""",Home Décor,RET16,Srikakulam
. White Ganesha Statue on Lotus Leaf,,MISSING,Srikakulam
White Marble Radha Krishna Statue,,MISSING,Srikakulam
Gold Plated Mangalsutra Necklace with Black Beads for Women,Jewellary,RET12,Srikakulam
Gold Plated Mangalsutra Necklace for Women,Jewellary,RET12,Srikakulam
Gold-plated traditional Indian necklace set with green stones,Jewellary,RET12,Srikakulam
Delicate Pink and White Beaded Mangalsutra with Floral Pendant,,MISSING,Srikakulam
Delicate Pink Beaded Mangalsutra with Golden Beads,Jewellary,RET12,Srikakulam
Gold Plated Traditional Indian Mangalsutra Necklace for Women,Jewellary,RET12,Srikakulam
Black Beads Mangalsutra With Cubic Zirconia Stones,Jewellary,RET12,Srikakulam
Black Beads Mangalsutra,Jewellary,RET12,Srikakulam
Black Beads Mangalsutra with Gold Pendant and Earrings Set,Jewellary,RET12,Srikakulam
Gold Plated  Necklace Set with Green Stones for Women,Jewellary,RET12,Srikakulam
Gold Plated Infinity Pendant Mangalsutra,Jewellary,RET12,Srikakulam
Black Beads Mangalsutra With Gold Plated Pendant For Women,Jewellary,RET12,Srikakulam
Black Beads Mangalsutra with Gold Plated Pendant for Women,Jewellary,RET12,Srikakulam
Black Beads Mangalsutra Pendant Necklace with Green Stones and Pearls,Jewellary,RET12,Srikakulam
Black Beads Mangalsutra with Golden Pendant,Jewellary,RET12,Srikakulam
Gold Plated Butterfly Pendant Necklace with Purple Crystal,Jewellary,RET12,Srikakulam
Gold Plated Traditional Indian Bangle Set of 4,Jewellary,RET12,Srikakulam
Gold Plated Multicolor Bangle Set of 8,Jewellary,RET12,Srikakulam
Gold Plated Metal Bangles Set of 8,Jewellary,RET12,Srikakulam
Gold Plated Bangle Set with Green Stones,Jewellary,RET12,Srikakulam
"""Meditating Buddha Statue - White and Green",,MISSING,Srikakulam
Red Yellow Chitti Gajulu Set of each 108 pcs,,MISSING,Srikakulam
Handwoven Beaded Wire Basket,Home Décor,RET16,Srikakulam
100% Natural Areca Leaf Plates | Disposable and Biodegradable | 12 Inches | Pack of 50,Disposable,RET16,Srikakulam
Orange and White Paper Cupcake Liners,,MISSING,Srikakulam
Areca Leaf Plates - 100% Natural & Biodegradable Disposable Plates,Disposable,RET16,Srikakulam
White paper plate with floral design (pack of 25 ),Disposable,RET16,Srikakulam
"Paper Plates, Red and Orange Floral Design (pack ok 50)",Disposable,RET16,Srikakulam
100% Natural Areca Leaf Plates,Disposable,RET16,Srikakulam
100% Natural Areca Leaf Plates | Disposable Plates,Disposable,RET16,Srikakulam
Muiti Colour Floral Jute Lunch Bag,Home Décor,RET16,Srikakulam
Strawberry Print Small Jute Bag,Home Décor,RET16,Srikakulam
Colorful starfish printed small jute tote bag with pink trim,Home Décor,RET16,Srikakulam
Colorful starfish printed jute tote bag with green border,Home Décor,RET16,Srikakulam
Red starfish printed jute tote bag,Home Décor,RET16,Srikakulam
Flamingo Jute Lunch Bag,Home Décor,RET16,Srikakulam
Red Floral Jute Bag,Home Décor,RET16,Srikakulam
Natural Jute Handbag & Cotton Bag,Home Décor,RET16,Srikakulam
Hand-painted Jute Tote Bag with Zipper and Front Pocket,Home Décor,RET16,Srikakulam
:Handcrafted Jute Tote Bag with Madhubani Painting,Home Décor,RET16,Srikakulam
Veggie Lover Jute Lunch Bag,Home Décor,RET16,Srikakulam
Peacock Print Small Jute Bag,Home Décor,RET16,Srikakulam
Golden Wooden Metal Pooja Chowki,Pooja,RET16,Srikakulam
Golden Metal Pooja Chowki for Home Temple,Pooja,RET16,Srikakulam
Beautiful Wooden Silver Pooja Chowki,Pooja,RET16,Srikakulam
Blue and White Striped Jute Tote Bag with Elephant Print,Home Décor,RET16,Srikakulam
Handmade Jute Tote Bag with Zipper and Colorful Applique,Home Décor,RET16,Srikakulam
Jute Tiffin Bag And Handbag,Home Décor,RET16,Srikakulam
NEXT Small Jute Bag,Home Décor,RET16,Srikakulam
Colorful starfish printed jute tote bag with red handles,Home Décor,RET16,Srikakulam
White Metal Ganesha Pooja Kalash with Coconut / Pooja Lota,Pooja,RET16,Srikakulam
White Metal Ganesha Pooja Kalash with Coconut / Pooja Lota,Pooja,RET16,Srikakulam
Silver Kalash with Coconut for Pooja (4 inch),Pooja,RET16,Srikakulam
Silver-Plated Kalash with Coconut for Hindu Puja (3 inch),,MISSING,Srikakulam
"""Set of 3 Golden Brass Diyas for Diwali Puja""",Home Décor,RET16,Srikakulam
Silver-plated peacock diya with bells (6 inch),Home Décor,RET16,Srikakulam
"Pure Silver Kalash Lota for Puja, ""185Grams""",,MISSING,Srikakulam
German Silver 3 Inch Kalash Chambu For Home Pooja Deccor,Pooja,RET16,Srikakulam
Beautiful German Silver Pooja Kalash (3.5 inch),Pooja,RET16,Srikakulam
Silver-Plated  Kalash with Floral Etchings (4 inch),,MISSING,Srikakulam
Pure German Silver Ashtalakshmi Kalash (4 inch),,MISSING,Srikakulam
Ashtalakshmi Chembhu Silver Kalash for Puja (5 inch),,MISSING,Srikakulam
Pure Silver Square Diya Set of 3,Home Décor,RET16,Srikakulam
"""Silver-Plated Puja Thali Set with 2 Glasses"" (6 inch)",,MISSING,Srikakulam
Pair of Golden Brass Lotus Flower Diya (7 inch),Home Décor,RET16,Srikakulam
Gold-Plated Sitting Ganesha Statue with Arch,Jewellary,RET12,Srikakulam
Silver-plated गणेश जी की मूर्ति for Home and Office,,MISSING,Srikakulam
Golden Brass Conch Shell Shape Kumkum Holder for Home and Temple,Home Décor,RET16,Srikakulam
Golden Swan For Table and Home Decorative Showpiece (7 inch),Home Décor,RET16,Srikakulam
Kamdhenu Golden Cow and Calf Statue,Jewellary,RET12,Srikakulam
German Silver Cow and Calf Statue,,MISSING,Srikakulam
Gold-Plated Cow and Calf Statue,Jewellary,RET12,Srikakulam
Silver-plated idol of Lord Ganesha (2.3 inch),Home Décor,RET16,Srikakulam
German Silver Maha Laxmi statue (2.3 inch),,MISSING,Srikakulam
Pooja Kalasha / Chombo (2 inch),Pooja,RET16,Srikakulam
Beautiful German Silver Pooja Kalash (1.5 inch),Pooja,RET16,Srikakulam
German Silver-Plated Pooja Kalash (2.5 inch) pack of 3,Pooja,RET16,Srikakulam
Gandham and kumkum Cup ( 2.5 inch),,MISSING,Srikakulam
German Silver Gandham cup with elegant Elephant base set of 3,,MISSING,Srikakulam
Silver-Plated Katori Set with Spoon for Puja (2.5 inch),,MISSING,Srikakulam
"Set of 3 Silver-Plated Katori/Bowls for Dry Fruits, Snacks, and Sweets (2.5 inch)",Kitchen,RET16,Srikakulam
Set of 3 Silver-Plated Katori/Cups for Puja,,MISSING,Srikakulam
Mother and child statue (PACK OF 2),,MISSING,Srikakulam
Terracotta Statue of a Woman (pack of 2),Home Décor,RET16,Srikakulam
Silver Plated Diya Small (1.5 inch),Home Décor,RET16,Srikakulam
Panch Diya German Silver-Plated   Set of 2 (1.5 inch),Home Décor,RET16,Srikakulam
Silver Plated Leaf Shape 3 Compartment Kumkum Holder for Puja,,MISSING,Srikakulam
"""2 Pc Set German Silver Plated Diya""",Home Décor,RET16,Srikakulam
Silver-Plated Peacock Diya for Diwali Decoration (3 inch),Home Décor,RET16,Srikakulam
German Silver 4 Cup Pasupu Kumkum stand (3.5 inch),,MISSING,Srikakulam
Silver-Plated Peacock Diya Set of 2 (4 inch ),Home Décor,RET16,Srikakulam
Silver-Plated Peacock Diya Set of 2 (3.5 inch),Home Décor,RET16,Srikakulam
Silver Diya Oil Lamp for Puja Aarti (2.5 inch),Home Décor,RET16,Srikakulam
German Silver Plated  Diya (2 inch),Home Décor,RET16,Srikakulam
German Silver Plated  Diya Set of 2 (3.5 inch),Home Décor,RET16,Srikakulam
Panch Diya German Silver (3.5 inch),Home Décor,RET16,Srikakulam
"""German Silver Plated Diya for Puja, Set of 2""",Home Décor,RET16,Srikakulam
Silver Kalash Diya for Home and Temple (Pack of 2),Home Décor,RET16,Srikakulam
German Silver Deepa Lakshmi Oil Lamp (pack of 2),,MISSING,Srikakulam
"""Silver Plated Diya for Home and Temple Decor""( Pack of 2)",Home Décor,RET16,Srikakulam
Silver-Plated German Silver Pooja Thali Set with 11 Items,Pooja,RET16,Srikakulam
"Kumkum Bharani, German silver, gold",Jewellary,RET12,Srikakulam
German Silver-Plated Kumkum Holder,,MISSING,Srikakulam
German Silver-plated Trident Trishul Damru Shankh Diya Set for Home Temple and Car Dashboard,Home Décor,RET16,Srikakulam
"""German Silver-Plated Radha Krishna Idol with Tree and Peacocks""",Home Décor,RET16,Srikakulam
"""German Silver-plated गणेश जी की मूर्ति with Tree and Birds""",,MISSING,Srikakulam
German Silver-plated Standing Vishnu Idol/Murti for Home and Temple,Home Décor,RET16,Srikakulam
German Silver Plated Metal Krishna Idol Playing Flute Under Tree with Cow,Home Décor,RET16,Srikakulam
Red and Green Cotton Macrame Wall Hanging (pack of 2),Home Décor,RET16,Srikakulam
Macrame Hanging Chair Swing Seat - Blue and Pink,Home Décor,RET16,Srikakulam
Handmade Macrame Plant Hanger with Beads (pack of 2),Jewellary,RET12,Srikakulam
Macrame Wall Mirror with Beaded Fringe,Home Décor,RET16,Srikakulam
Handwoven Macrame Plant Hanger with Colorful Beads and Tassels,Jewellary,RET12,Srikakulam
Handmade Macrame Wall Hanging,Home Décor,RET16,Srikakulam
Square Green Leaf Dinner Plate (pack of 50),,MISSING,Srikakulam
100% Natural Areca Leaf Plates (PACK OF 50),Disposable,RET16,Srikakulam
Small Printed Jute Bag with Zipper Closure,Home Décor,RET16,Srikakulam
**Handmade Jute Bag with Colorful Starfish Design**,Home Décor,RET16,Srikakulam
Stunning Pink and Gold Bangle Set with Peacock Design,Jewellary,RET12,Srikakulam
Gold Plated Textured Metal Bangle Set of 6,Jewellary,RET12,Srikakulam
Gold Plated Textured Bangle Set of 6,Jewellary,RET12,Srikakulam
Dancing Lady Dangle Earrings,Jewellary,RET12,Srikakulam
Gold Plated Traditional Indian Chain,Jewellary,RET12,Srikakulam
Stunning Gold-Plated Kundan and Pearl Necklace Set with Earrings for Women,Jewellary,RET12,Srikakulam
Gold-plated green stone necklace set,Jewellary,RET12,Srikakulam
"""Stunning Peacock Kundan and Pearl Earrings""",Jewellary,RET12,Srikakulam
Gold Plated Kemp Stones Jhumka Earrings With Pearls,Jewellary,RET12,Srikakulam
Gold Plated Long Chain Necklace for Women,Jewellary,RET12,Srikakulam
Gold Plated Traditional Indian Marathi Mangalsutra Necklace for Women,Jewellary,RET12,Srikakulam
Delicate Gold-Plated Necklace with Pink and Green Beads,Jewellary,RET12,Srikakulam
Delicate Gold Plated Ball Chain Necklace with Peacock Pendant,Jewellary,RET12,Srikakulam
Gold Plated Traditional Pendant Chain for Women,Jewellary,RET12,Srikakulam
Gold Plated Traditional Indian Marathi Laxmi Haar Necklace Set,Jewellary,RET12,Srikakulam
Gold Plated Traditional Indian Temple Jewellery Set,Jewellary,RET12,Srikakulam
Bridal Gold Plated Ruby and Emerald Necklace Set with Earrings,Jewellary,RET12,Srikakulam
Gold Plated Ruby and Pearl Jhumka Earrings,Jewellary,RET12,Srikakulam
Stunning Gold Plated Kundan & Pearl Jhumka Earrings-03,Jewellary,RET12,Srikakulam
Gold Plated Traditional Chandbali Earrings With Pearls For Women-02,Jewellary,RET12,Srikakulam
Gold Plated Kundan & Pearl Jhumka Earrings_01,Jewellary,RET12,Srikakulam
Stunning Gold Plated Kundan and Pearl Jhumka Earrings with Ruby Stones,Jewellary,RET12,Srikakulam
Stunning Pink Peacock Jhumka Earrings with Pearls and Kundan,Jewellary,RET12,Srikakulam
Bridal Necklace Set with Kundan Stones and Pearls,Jewellary,RET12,Srikakulam
Bridal Gold Plated Necklace Set with Earrings and Maang Tikka,Jewellary,RET12,Srikakulam
Gold Plated Traditional Indian Bridal Kempu Stone Necklace Set,Jewellary,RET12,Srikakulam
Gold Layered Chain Necklace,Jewellary,RET12,Srikakulam
Lord Shiva Resin Idol,Home Décor,RET16,Srikakulam
Buddha statue,,MISSING,Srikakulam
Black Resin Buddha Statue,,MISSING,Srikakulam
Black and Gold Buddha Head Statue,Jewellary,RET12,Srikakulam
Buddha Head for Home Decor,Home Décor,RET16,Srikakulam
Traditional Indian Gold Plated Temple Belt Vaddanam Kamarband for Women,Jewellary,RET12,Srikakulam
Gold Plated Leaf Design Bangle Set (pack of 2),Jewellary,RET12,Srikakulam
Gold Plated Traditional Indian Vaddanam Waist Belt With Green Beads,Jewellary,RET12,Srikakulam
"""Jeweled Blue Enameled Metal Hindu Aarti Thali with Bells and Diya Holders""",Home Décor,RET16,Srikakulam
Red Berry Hair Comb set,Fashion,RET12,Srikakulam
Artificial Flower set for Women - Hair Bun,Fashion,RET12,Srikakulam
Artificial Rose Flower Hair Gajra Bun Juda Pin for Women,Fashion,RET12,Srikakulam
Artificial Rose Gajra for Women,,MISSING,Srikakulam
Silver-Plated Pooja Chowki,Pooja,RET16,Srikakulam
Bal Krishna Silver Plated Idol Statue,Home Décor,RET16,Srikakulam
Silver-plated idol of Lord Ganesha,Home Décor,RET16,Srikakulam
Goddess Lakshmi Idol Silver,Home Décor,RET16,Srikakulam
A Pair of Silver-Plated Metal Swan Figurines (Pack of 2),,MISSING,Srikakulam
Showpiece Radha Krishna Statue Silver,Home Décor,RET16,Srikakulam
A Pair of Silver-Plated Elephants (pack of 2),,MISSING,Srikakulam
Silver Swan Figurine Set ( pack of 2),,MISSING,Srikakulam
**Product Title:**Silver-plated idol of Hindu God Lakshmi devi (5 inch ),Home Décor,RET16,Srikakulam
Silver Dragon Statue Laxmi Devi (7.5 inch),,MISSING,Srikakulam
Black Georgette Embroidery Work Blouse Piece,Fashion,RET12,Srikakulam
Green blouse with intricate embroidery,Fashion,RET12,Srikakulam
Embroidered Blouse Piece Red Colur,Fashion,RET12,Srikakulam
White Chikankari Embroidered Georgette Blouse Piece,Fashion,RET12,Srikakulam
Blue Georgette Embroidery Blouse,Fashion,RET12,Srikakulam
**Jute Wine Bottle Bag with Cotton Rope Handle**,Home Décor,RET16,Srikakulam
Handmade Jute Bag with Blue Trim and Traditional Indian Design,Home Décor,RET16,Srikakulam
Striped Jute Tote Bag with Red Floral Applique,Home Décor,RET16,Srikakulam
Striped Jute Lunch Bag with Pink Polka Dot Bottom,Home Décor,RET16,Srikakulam
Vintage Pair of Ceramic Elephant Figurines pack of 2,,MISSING,Srikakulam
"Vintage Ceramic Bird Figurines, Set of 2",,MISSING,Srikakulam
A Pair of Porcelain Love Birds,,MISSING,Srikakulam
Handmade Ceramic Sugar Pot with Lid,Home Décor,RET16,Srikakulam
Handmade Ceramic Pickle Pot with Lid,Kitchen,RET16,Srikakulam
Copper Swastik Thali (7.5 inch),,MISSING,Srikakulam
Copper  Pooja Plate (9.5 inch ),Pooja,RET16,Srikakulam
"""Om Shri Ganeshaya Namah"" Engraved copper Plate (12 inch)",,MISSING,Srikakulam
Ceramic Cow and Calf Statue (pack of 1),,MISSING,Srikakulam
Copper Water Pot for Home and Temple Use  (7 inch),,MISSING,Srikakulam
Small copper Ashta Lakshmi Kalasam ( 4 inch),,MISSING,Srikakulam
"Ashtalakshmi Copper Kalasam ( 5""inches)",,MISSING,Srikakulam
Copper Water Pot,,MISSING,Srikakulam
Golden Brass Bowl with Handles for Home Decor and Religious Ceremonies,Home Décor,RET16,Srikakulam
Brass Water Pot,Home Décor,RET16,Srikakulam
Well Desinged Sangu Chakara Brass Oil Lamp For Pooja Room (pack of 2),Pooja,RET16,Srikakulam
Ornate Golden Brass Pedestal for Deity Statues (small size),Home Décor,RET16,Srikakulam
Ornate Golden Brass Temple Throne for Home Decor and Religious Use,Home Décor,RET16,Srikakulam
"""Brass Water Pot with Spout""",Home Décor,RET16,Srikakulam
Kamakshi Devi Maa Diya,Home Décor,RET16,Srikakulam
Brass Diyas ( PACK OF 2),Home Décor,RET16,Srikakulam
Brass Oil Lamp with Wooden Handle,Home Décor,RET16,Srikakulam
Brass Diya Oil Lamps for Diwali Puja Aarti Mandir Temple Home Decor,Home Décor,RET16,Srikakulam
Brass Diya with Wooden Handle,Home Décor,RET16,Srikakulam
Handmade ceramic pickle jar with lid,Kitchen,RET16,Srikakulam
Red and Brown Handwoven Straw Tote Bag,Home Décor,RET16,Srikakulam
Handwoven Purple & White Plastic Tote Bag,Home Décor,RET16,Srikakulam
Sonchiraiya Black Blouse01,Fashion,RET12,Srikakulam
White and Blue Handwoven Plastic Basket with Handle,Home Décor,RET16,Srikakulam
Wedding Return  Green Color Jute Bag (pack of 12),Home Décor,RET16,Srikakulam
Sonchiraiya Wire Bag Red and Silvar Color,Home Décor,RET16,Srikakulam
Wedding Gifts Jute Bags Maroon Color (pack of 12),Home Décor,RET16,Srikakulam
Sonchiraiya Round Nuck Blouse-01,Fashion,RET12,Srikakulam
Wedding Return Gifts  Yellow Color Jute Bag (12 pcs),Home Décor,RET16,Srikakulam
Red and Green Stones Bangles [2.6],Jewellary,RET12,Srikakulam
Sonchiraiya Red Mini Jute Bag PACK OF 6,Home Décor,RET16,Srikakulam
Readymade Net Blouse,Fashion,RET12,Srikakulam
Printed Cotton Saree Red Color,Fashion,RET12,Srikakulam
Purple and White Handwoven Plastic Basket,Home Décor,RET16,Srikakulam
